MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
60,RL,110,13440,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190,4,3,PConc,5,3,1,1,0,1,0,1108,1108,GasA,5,1,SBrkr,1148,1402,0,2550,0,0,2,1,4,1,5,11,7,1,Gd,BuiltIn,2006,3,3,670,3,3,3,120,39,0,0,0,0,0,0,0,0,3,2007,New,Partial
20,RL,105,15431,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400,5,3,PConc,5,3,4,6,1430,1,0,564,1994,GasA,5,1,SBrkr,2046,0,0,2046,1,0,2,1,2,1,5,7,7,2,Gd,Attchd,2005,3,3,878,3,3,3,188,65,0,0,175,0,0,0,0,0,8,2007,WD,Normal
20,RL,107,13891,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456,5,3,PConc,5,3,4,6,1812,1,0,740,2552,GasA,5,1,SBrkr,2552,0,0,2552,1,0,2,0,3,1,5,8,7,2,Ex,Attchd,2007,3,3,932,3,3,3,130,28,0,0,0,0,0,0,0,0,10,2007,New,Partial
60,RL,118,13654,2,0,3,Lvl,AllPub,CulDSac,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365,4,3,PConc,5,3,4,1,0,1,0,1704,1704,GasA,5,1,SBrkr,1722,1036,0,2758,0,0,2,1,4,1,5,9,7,1,Ex,BuiltIn,2005,3,3,814,3,3,3,282,55,0,0,0,0,0,0,0,0,5,2007,WD,Normal
20,RL,59,17169,2,0,2,Lvl,AllPub,CulDSac,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970,5,3,PConc,5,3,3,6,1684,1,0,636,2320,GasA,5,1,SBrkr,2290,0,0,2290,2,0,2,1,2,1,5,7,7,1,Gd,Attchd,2007,3,3,1174,3,3,3,192,30,0,0,0,0,0,0,0,0,8,2007,New,Partial
60,RL,134,16659,2,0,3,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1582,1582,GasA,5,1,SBrkr,1582,570,0,2152,0,0,2,1,3,1,4,7,7,1,Gd,Detchd,2007,1,2,728,3,3,3,0,368,0,0,0,0,0,0,0,0,6,2007,New,Partial
60,RL,82,9709,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120,5,3,PConc,5,3,4,6,778,1,0,140,918,GasA,5,1,SBrkr,958,1142,0,2100,1,0,2,1,3,1,5,8,7,2,Gd,BuiltIn,2007,3,3,786,3,3,3,172,104,0,0,0,0,0,0,0,0,9,2007,New,Partial
20,RL,94,13615,2,0,3,HLS,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510,5,3,PConc,5,3,4,1,0,1,0,1802,1802,GasA,5,1,SBrkr,1802,0,0,1802,0,0,2,1,3,1,5,7,7,1,Gd,Attchd,2006,3,3,843,3,3,3,158,105,0,0,0,0,0,0,0,0,6,2007,WD,Normal
60,RL,99,13069,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502,4,3,PConc,4,3,3,1,0,1,0,1706,1706,GasA,5,1,SBrkr,1718,1238,0,2956,0,0,2,1,5,1,5,11,7,1,Ex,BuiltIn,2004,2,3,916,3,3,3,194,50,0,0,0,0,0,0,0,0,8,2007,WD,Normal
60,RL,110,14277,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,4,3,PConc,5,3,2,6,938,1,0,379,1317,GasA,5,1,SBrkr,1217,1168,0,2385,1,0,2,1,3,1,4,7,7,1,Gd,Attchd,2003,3,3,818,3,3,3,192,228,0,0,0,0,0,0,0,0,1,2007,WD,Normal
60,RL,68,12568,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246,4,3,PConc,5,3,3,6,669,1,0,226,895,GasA,5,1,SBrkr,895,923,0,1818,1,0,2,1,3,1,5,8,7,1,Gd,Attchd,2007,3,3,774,3,3,3,196,104,0,0,0,0,0,0,0,0,8,2007,New,Partial
20,RL,70,9926,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,4,3,PConc,4,3,2,6,1178,1,0,436,1614,GasA,5,1,SBrkr,1614,0,0,1614,1,0,2,0,3,1,4,7,7,0,0,Attchd,2005,2,3,878,3,3,3,100,38,0,0,0,0,0,0,0,0,5,2007,WD,Normal
20,RL,71,9254,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,4,3,PConc,4,3,1,6,119,1,0,1602,1721,GasA,5,1,SBrkr,1721,0,0,1721,1,0,2,0,3,1,4,7,7,0,0,Attchd,2005,2,2,554,3,3,3,168,27,0,0,0,0,0,0,0,0,1,2007,WD,Normal
60,RL,92,10732,2,0,3,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1298,1298,GasA,5,1,SBrkr,1298,530,0,1828,0,0,2,1,3,1,4,7,7,0,0,BuiltIn,2006,2,3,876,3,3,3,0,40,0,0,0,0,0,0,0,0,2,2007,New,Partial
120,RL,34,3901,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,4,3,PConc,4,3,3,5,866,1,0,436,1302,GasA,5,1,SBrkr,1302,0,0,1302,1,0,1,1,1,1,4,5,7,1,Gd,Attchd,2005,2,2,631,3,3,3,110,50,0,0,0,0,0,0,0,0,8,2007,New,Partial
120,RL,34,3903,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,4,3,PConc,4,3,3,5,1030,1,0,272,1302,GasA,5,1,SBrkr,1302,0,0,1302,1,0,1,1,1,1,4,5,7,1,Gd,Attchd,2005,2,2,631,3,3,3,110,50,0,0,0,0,0,0,0,0,5,2007,WD,Normal
120,RL,41,6289,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,4,3,PConc,4,3,3,5,762,1,0,600,1362,GasA,5,1,SBrkr,1362,0,0,1362,1,0,2,0,2,1,4,6,7,1,Gd,Attchd,2005,2,2,460,3,3,3,192,28,0,0,0,0,0,0,0,0,6,2007,WD,Normal
120,RL,34,4590,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108,4,3,PConc,4,4,2,6,24,1,0,1530,1554,GasA,5,1,SBrkr,1554,0,0,1554,0,0,2,0,2,1,4,6,7,1,Gd,Attchd,2006,2,2,627,3,3,3,156,73,0,0,0,0,0,0,0,0,5,2007,CWD,Normal
120,RL,48,7841,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394,5,3,PConc,5,3,1,6,848,1,0,729,1577,GasA,5,1,SBrkr,1577,0,0,1577,1,0,2,0,2,1,5,6,7,1,Gd,Attchd,2005,2,2,564,3,3,3,203,39,0,0,0,0,0,0,0,0,5,2007,WD,Normal
120,RL,48,6240,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,4,3,PConc,4,3,1,6,24,1,0,1300,1324,GasA,5,1,SBrkr,1324,0,0,1324,0,0,2,0,2,1,4,6,7,1,Gd,Attchd,2006,3,2,550,3,3,3,0,38,0,0,0,0,0,0,0,0,9,2007,New,Partial
120,RL,48,3242,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235,4,3,PConc,4,3,1,6,1000,1,0,405,1405,GasA,5,1,SBrkr,1405,0,0,1405,1,0,2,0,2,1,4,6,7,1,Gd,Attchd,2003,2,2,478,3,3,3,136,36,0,0,0,0,0,0,0,0,3,2007,WD,Normal
60,RL,59,15810,2,0,3,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,CBlock,4,3,1,1,0,1,0,768,768,GasA,5,1,SBrkr,768,728,0,1496,0,0,3,0,3,1,4,7,7,0,0,Attchd,2007,1,2,572,3,3,3,100,0,0,0,0,0,0,0,0,0,5,2007,New,Partial
60,RL,65,10237,2,0,4,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,768,768,GasA,5,1,SBrkr,768,768,0,1536,0,0,2,1,3,1,4,6,7,1,Gd,Attchd,2005,3,2,400,3,3,3,100,38,0,0,0,0,0,0,0,0,6,2007,WD,Normal
60,RL,58,13204,2,0,3,Lvl,AllPub,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44,3,3,PConc,4,3,1,1,0,1,0,608,608,GasA,5,1,SBrkr,608,850,0,1458,0,0,2,0,3,1,4,6,7,0,0,BuiltIn,2007,3,2,454,3,3,3,100,33,0,0,0,0,0,0,0,0,5,2007,New,Partial
60,RL,62,8857,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,738,738,GasA,5,1,SBrkr,738,757,0,1495,0,0,2,1,3,1,4,7,7,1,Gd,Attchd,2006,2,2,440,3,3,3,100,30,0,0,0,0,0,0,0,0,3,2007,New,Partial
60,RL,63,9729,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,698,698,GasA,5,1,SBrkr,698,1048,0,1746,1,0,2,1,3,1,4,6,7,1,Gd,BuiltIn,2007,1,3,350,3,3,3,0,34,0,0,0,0,0,0,0,0,6,2007,New,Partial
20,RL,88,12216,2,0,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,4,3,3,6,918,1,0,408,1326,GasA,5,1,SBrkr,1326,0,0,1326,1,0,2,0,3,1,4,6,7,0,0,Attchd,2005,3,2,388,3,3,3,120,23,0,0,0,0,0,0,Shed,2000,6,2007,WD,Normal
60,RL,72,8229,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22,4,3,PConc,4,3,3,1,0,1,0,752,752,GasA,5,1,SBrkr,752,752,0,1504,0,0,2,1,3,1,4,6,7,0,0,Attchd,2007,3,2,440,3,3,3,100,32,0,0,0,0,0,0,0,0,12,2007,New,Partial
60,RL,64,7713,2,0,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16,4,3,PConc,4,3,1,1,0,1,0,728,728,GasA,5,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,7,7,0,0,Attchd,2007,3,2,400,3,3,3,100,24,0,0,0,0,0,0,0,0,7,2007,New,Partial
20,RL,64,7697,2,0,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,4,3,PConc,4,3,1,1,0,1,0,1246,1246,GasA,5,1,SBrkr,1258,0,0,1258,0,0,2,0,3,1,4,6,7,0,0,Attchd,2007,2,2,462,3,3,3,0,0,0,0,0,0,0,0,0,0,8,2007,New,Partial
120,RL,68,3621,2,0,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72,4,3,PConc,4,3,4,6,1084,1,0,322,1406,GasA,5,1,SBrkr,1589,0,0,1589,1,0,2,0,2,1,4,7,7,1,TA,Attchd,2003,3,3,630,3,3,3,143,20,0,0,0,0,0,0,0,0,11,2007,WD,Normal
20,RL,53,3710,2,0,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,4,3,PConc,4,3,3,1,0,1,0,1266,1266,GasA,5,1,SBrkr,1266,0,0,1266,0,0,2,0,2,1,4,6,7,1,Gd,Attchd,2007,3,2,388,3,3,3,100,16,0,0,0,0,0,0,0,0,8,2007,New,Partial
80,RL,65,16219,2,0,2,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,4,6,779,1,0,56,835,GasA,5,1,SBrkr,1119,0,0,1119,1,0,2,0,2,1,4,5,7,0,0,Attchd,2004,3,2,437,3,3,3,100,24,0,0,0,0,0,0,0,0,4,2007,WD,Normal
80,RL,87,11084,2,0,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,192,1,0,192,384,GasA,5,1,SBrkr,744,630,0,1374,1,0,2,1,3,1,4,8,7,1,Gd,BuiltIn,2004,3,2,400,3,3,3,100,0,0,0,0,0,0,0,0,0,6,2007,WD,Family
20,RL,59,10936,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,3,1,0,1,0,1510,1510,GasA,5,1,SBrkr,1525,0,0,1525,0,0,2,1,3,1,4,6,7,1,Gd,Attchd,2006,2,2,534,3,3,3,100,18,0,0,0,0,0,0,0,0,4,2007,New,Partial
80,RL,68,11950,2,0,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,384,384,GasA,5,1,SBrkr,754,640,0,1394,0,0,2,1,3,1,4,7,7,1,TA,BuiltIn,2003,3,2,400,3,3,3,100,0,0,0,0,0,0,0,0,0,10,2007,WD,Normal
60,RL,63,7875,2,0,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,4,3,PConc,4,3,1,1,0,1,0,847,847,GasA,5,1,SBrkr,847,1101,0,1948,0,0,2,1,4,1,4,8,7,1,Gd,BuiltIn,2003,3,2,434,3,3,3,0,48,0,0,0,0,0,0,0,0,7,2007,WD,Normal
60,RL,68,8740,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,574,1,0,280,854,GasA,5,1,SBrkr,864,1131,0,1995,0,0,2,1,4,1,4,8,7,1,Gd,BuiltIn,2002,3,2,435,3,3,3,264,48,0,0,0,0,0,0,0,0,7,2007,WD,Normal
60,RL,58,9487,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,4,3,1,6,520,1,0,395,915,GasA,5,1,SBrkr,940,750,0,1690,1,0,2,1,3,1,3,7,7,1,TA,Attchd,2000,2,2,442,3,3,3,0,50,0,0,0,0,0,0,0,0,6,2007,WD,Normal
60,RL,59,9649,2,0,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,4,3,1,1,0,1,0,941,941,GasA,5,1,SBrkr,961,683,0,1644,0,0,2,1,3,1,3,7,7,1,TA,Attchd,1999,2,2,460,3,3,3,460,42,0,0,0,0,0,0,0,0,5,2007,WD,Normal
60,RL,100,12191,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515,4,3,PConc,4,3,3,6,1181,1,0,598,1779,GasA,5,1,SBrkr,1779,772,0,2551,1,0,2,1,4,1,4,8,7,2,TA,Attchd,1998,3,3,925,3,3,3,76,61,0,0,0,0,0,0,0,0,6,2007,WD,Normal
60,RL,89,10557,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422,4,3,PConc,5,3,4,6,672,1,0,736,1408,GasA,5,1,SBrkr,1671,1407,0,3078,1,0,2,1,4,1,4,9,7,1,TA,Attchd,1998,3,3,806,3,3,3,108,87,0,0,0,0,0,0,0,0,7,2007,WD,Normal
60,RL,74,11002,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,1048,1,0,341,1389,GasA,5,1,SBrkr,1411,1171,0,2582,1,0,2,1,4,1,4,9,7,1,TA,Attchd,1998,3,3,758,3,3,3,286,60,0,0,0,0,0,0,0,0,1,2007,WD,Normal
60,RL,83,10790,2,0,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275,4,3,PConc,4,3,1,1,0,1,0,1066,1066,GasA,5,1,SBrkr,1108,1277,0,2385,0,0,2,1,4,1,4,8,7,1,TA,BuiltIn,1998,3,3,600,3,3,3,120,38,0,0,0,0,0,0,0,0,5,2007,WD,Normal
60,RL,88,11762,2,0,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309,4,3,PConc,5,3,1,6,335,1,0,770,1105,GasA,5,1,SBrkr,1105,1097,0,2202,1,0,2,1,4,1,4,9,7,1,TA,Attchd,1992,2,2,517,3,3,3,0,65,0,0,144,0,0,0,0,0,9,2007,WD,Normal
60,RL,82,9044,2,0,3,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526,4,4,PConc,4,3,1,6,1225,1,0,100,1325,GasA,5,1,SBrkr,1335,1203,0,2538,0,0,2,1,4,1,4,8,7,1,TA,Attchd,1996,2,3,933,3,3,3,198,92,0,0,0,0,0,0,0,0,5,2007,WD,Normal
20,RL,75,9910,2,0,4,Lvl,AllPub,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1369,1369,GasA,5,1,SBrkr,1369,0,0,1369,0,0,2,0,3,1,4,5,7,0,0,Attchd,2007,1,2,605,3,3,3,0,203,0,0,0,0,0,0,0,0,9,2007,New,Partial
20,RL,91,11830,2,0,4,Lvl,AllPub,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164,4,3,PConc,4,3,1,6,1220,1,0,322,1542,GasA,5,1,SBrkr,1542,0,0,1542,1,0,2,0,3,1,4,6,7,1,Gd,Attchd,2007,1,3,852,3,3,3,168,110,0,0,0,0,0,0,0,0,7,2007,New,Partial
20,RL,76,10612,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248,4,3,PConc,4,3,2,6,28,1,0,1496,1524,GasA,4,1,SBrkr,1534,0,0,1534,0,0,2,0,3,1,4,7,7,1,Gd,Attchd,2006,3,2,484,3,3,3,168,46,0,0,0,0,0,0,0,0,1,2007,WD,Family
20,RL,98,12291,2,0,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,754,5,3,PConc,5,3,3,6,1572,1,0,394,1966,GasA,5,1,SBrkr,1966,0,0,1966,1,0,2,0,1,1,5,6,7,1,Gd,Attchd,2007,3,3,1092,3,3,3,76,52,0,0,0,0,0,0,0,0,10,2007,New,Partial
20,RL,85,9965,2,0,4,Lvl,AllPub,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1528,1528,GasA,5,1,SBrkr,1528,0,0,1528,0,0,3,2,3,1,4,6,7,1,TA,Attchd,2007,1,2,480,3,3,3,0,228,0,0,0,0,0,0,0,0,9,2007,New,Partial
20,RL,74,8847,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148,4,3,PConc,4,3,3,6,769,1,0,769,1538,GasA,5,1,SBrkr,1538,0,0,1538,1,0,2,0,3,1,4,7,7,0,0,Attchd,2005,2,2,484,3,3,3,146,40,0,0,0,0,0,0,0,0,12,2007,WD,Normal
20,RL,70,8251,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143,4,3,PConc,4,4,3,6,778,1,0,716,1494,GasA,5,1,SBrkr,1506,0,0,1506,1,0,2,0,3,1,4,7,7,1,Gd,Attchd,2005,2,2,672,3,3,3,192,35,0,0,0,0,0,0,0,0,4,2007,WD,Normal
60,RL,70,9605,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,982,982,GasA,5,1,SBrkr,982,995,0,1977,0,0,2,1,3,1,4,7,7,0,0,Attchd,2006,2,3,574,3,3,3,240,53,0,0,0,0,0,0,0,0,7,2007,WD,Family
60,RL,75,8778,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1302,1302,GasA,5,1,SBrkr,1302,528,0,1830,0,0,2,1,3,1,4,7,7,0,0,BuiltIn,2006,2,3,859,3,3,3,0,40,0,0,0,0,0,0,0,0,3,2007,WD,Normal
20,FV,72,8640,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,24,1,0,1314,1338,GasA,5,1,SBrkr,1338,0,0,1338,0,0,2,0,3,1,4,6,7,0,0,Attchd,2007,2,2,598,3,3,3,0,141,0,0,0,0,0,0,0,0,11,2007,New,Partial
20,FV,75,9000,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1335,1335,GasA,5,1,SBrkr,1335,0,0,1335,0,0,2,0,3,1,4,6,7,0,0,Attchd,2007,2,2,575,3,3,3,0,210,0,0,0,0,0,0,0,0,6,2007,New,Partial
60,FV,72,8640,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,3,6,350,1,0,546,896,GasA,5,1,SBrkr,896,896,0,1792,0,0,2,1,3,1,4,8,7,0,0,Attchd,2007,3,2,590,3,3,3,184,96,0,0,0,0,0,0,0,0,11,2007,New,Partial
60,FV,81,10411,2,0,4,Lvl,AllPub,Corner,3,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,CBlock,4,3,0,1,0,1,0,725,725,GasA,5,1,SBrkr,725,863,0,1588,0,0,3,0,3,1,4,8,7,0,0,Attchd,2007,1,2,561,3,3,3,0,0,0,0,0,0,0,0,0,0,7,2007,New,Partial
60,FV,112,12217,2,0,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,0,0,4,3,PConc,5,3,3,6,745,1,0,210,955,GasA,5,1,SBrkr,955,925,0,1880,1,0,2,1,3,1,5,8,7,1,Gd,Attchd,2007,3,3,880,3,3,3,168,127,0,0,0,0,0,0,0,0,12,2007,New,Partial
20,FV,84,10440,2,0,4,Lvl,AllPub,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,0,0,5,3,PConc,4,3,2,1,0,1,0,1574,1574,GasA,5,1,SBrkr,1584,0,0,1584,0,0,2,0,2,1,5,6,7,1,Gd,Attchd,2007,3,2,594,3,3,3,0,256,0,0,0,0,0,0,0,0,5,2007,New,Partial
